iter	Logloss
0	0.5740539383
1	0.4824761803
2	0.4114666556
3	0.3574471407
4	0.3119952036
5	0.2659415572
6	0.2343623034
7	0.2114220269
8	0.1847709305
9	0.166932074
10	0.1556206401
11	0.1413918257
12	0.1325915527
13	0.1209325037
14	0.113925099
15	0.1084511449
16	0.1037770081
17	0.09937049959
18	0.09551099682
19	0.09182631984
20	0.08432788201
21	0.08082570009
22	0.07789892142
23	0.07539967647
24	0.07183631424
25	0.06962042758
26	0.06832550497
27	0.06631921828
28	0.06477113705
29	0.06330313204
30	0.06036853786
31	0.05937930019
32	0.05641448529
33	0.05565584369
34	0.05421408116
35	0.0521870944
36	0.05086034428
37	0.0497363224
38	0.04870618279
39	0.04693465033
40	0.04588062176
41	0.04528402044
42	0.04398816956
43	0.04315241376
44	0.042129637
45	0.04146170504
46	0.04034556281
47	0.03958934463
48	0.03922314973
49	0.03867490425
50	0.03772472751
51	0.03738814092
52	0.03694027523
53	0.03657013742
54	0.03594731761
55	0.03521415315
56	0.03490663636
57	0.03454686419
58	0.03428535519
59	0.03331114567
60	0.03298042209
61	0.03233126811
62	0.03207208048
63	0.0316678843
64	0.03143755198
65	0.03096434633
66	0.03077108481
67	0.03037485929
68	0.03006127998
69	0.02996023624
70	0.02962643953
71	0.02936568458
72	0.02912883923
73	0.02896180948
74	0.02873370973
75	0.02849617917
76	0.02806608103
77	0.02789378872
78	0.02751283546
79	0.02730876032
80	0.02674533679
81	0.02662027866
82	0.02648019622
83	0.0262679017
84	0.02601342535
85	0.0258563142
86	0.02574452828
87	0.02540260906
88	0.02527640275
89	0.02507619259
90	0.0249660337
91	0.02455910671
92	0.02441183075
93	0.02423023995
94	0.02401661255
95	0.02397625654
96	0.02386267496
97	0.02376073036
98	0.02336960317
99	0.02303330404
100	0.02275410041
101	0.02271018284
102	0.02259650849
103	0.0223677604
104	0.02218162349
105	0.02215032753
106	0.0220812326
107	0.02201748134
108	0.02197328956
109	0.02179596263
110	0.02155659706
111	0.02151146691
112	0.021300486
113	0.02124634472
114	0.02118396101
115	0.02100467051
116	0.02096186425
117	0.02081581688
118	0.02063104503
119	0.02055940966
120	0.02050738815
121	0.02031172153
122	0.02020004648
123	0.02004426887
124	0.01996263534
125	0.01993480267
126	0.01974498647
127	0.01964256744
128	0.01959924199
129	0.01955791764
130	0.01938434508
131	0.01935133228
132	0.01931311206
133	0.01924774871
134	0.01911579503
135	0.01908973493
136	0.01903934274
137	0.01897170942
138	0.01879806072
139	0.01875463304
140	0.01849696432
141	0.01835522163
142	0.01823854245
143	0.018123297
144	0.01801568117
145	0.01798137783
146	0.0178955116
147	0.01786170656
148	0.01771774587
149	0.01762697295
150	0.01760410658
151	0.01749517253
152	0.01746303247
153	0.01733426574
154	0.01730099905
155	0.01719606897
156	0.01716077582
157	0.01711755872
158	0.01699988799
159	0.01695527413
160	0.01686371434
161	0.01680442277
162	0.01676695029
163	0.0166893484
164	0.0166595547
165	0.01658322612
166	0.01645665014
167	0.01642813823
168	0.01640097066
169	0.01636988698
170	0.01630363206
171	0.01627320013
172	0.01615517914
173	0.01604813397
174	0.0159516507
175	0.0158737732
176	0.01584388088
177	0.01578888731
178	0.01576380483
179	0.01573517291
180	0.01568708812
181	0.01551967613
182	0.01549584848
183	0.01547304796
184	0.01543699662
185	0.01541393374
186	0.01539269625
187	0.01536816529
188	0.01531969492
189	0.01528015127
190	0.01519143181
191	0.0151550307
192	0.01503870651
193	0.01490389417
194	0.01487347472
195	0.01485248571
196	0.01473876436
197	0.01472665156
198	0.01463221883
199	0.01460085766
200	0.01456466541
201	0.0145401894
202	0.01452129254
203	0.01451118446
204	0.01449447861
205	0.01447345418
206	0.01436543985
207	0.01434549057
208	0.01431596099
209	0.01420039228
210	0.01411916357
211	0.01406377118
212	0.01398461364
213	0.01388864569
214	0.01386360307
215	0.01379365962
216	0.01378349955
217	0.01372372962
218	0.01371185518
219	0.01367435716
220	0.01365144859
221	0.01363788957
222	0.01354962099
223	0.01347423288
224	0.01344666347
225	0.01339388011
226	0.01336401884
227	0.01334174694
228	0.0133214656
229	0.01330671203
230	0.01322212444
231	0.01319433637
232	0.01308731964
233	0.01303539276
234	0.0129605278
235	0.01292810241
236	0.01286388614
237	0.01280676741
238	0.0127444615
239	0.01273539168
240	0.01269522879
241	0.01261385021
242	0.0125514576
243	0.01251460861
244	0.01249533566
245	0.01246391817
246	0.01243763611
247	0.01238825053
248	0.01237691981
249	0.01230829456
250	0.01226952303
251	0.01223955533
252	0.01220695645
253	0.01218022641
254	0.01211121636
255	0.01208693986
256	0.01206576808
257	0.01202620798
258	0.01195443225
259	0.01189836105
260	0.01185173011
261	0.01180626882
262	0.01178214739
263	0.0117631679
264	0.01173975185
265	0.01172102886
266	0.01167040471
267	0.01163527904
268	0.01159935513
269	0.01154244212
270	0.01152524517
271	0.01147812416
272	0.01145738836
273	0.01140672869
274	0.01136508282
275	0.0113278559
276	0.01125259792
277	0.01123569482
278	0.01122091358
279	0.01120784192
280	0.01120016907
281	0.01118185971
282	0.01115505372
283	0.011146476
284	0.01113620746
285	0.01111179309
286	0.01109630311
287	0.01108795238
288	0.01108010845
289	0.01107118406
290	0.01105706608
291	0.01104610922
292	0.01100360861
293	0.01099312692
294	0.01098638466
295	0.01097742718
296	0.01092952419
297	0.0108543437
298	0.01078786547
299	0.0107609394
300	0.01075094188
301	0.01070618144
302	0.01067872321
303	0.01064886814
304	0.0106408964
305	0.01060989177
306	0.01057302504
307	0.01053745023
308	0.01051998549
309	0.01049806429
